Activity name,Description,Begin timestamp,Duration (h:m:s),Moving duration (h:m:s),Distance (km),Average speed (km/h or min/km),Average moving speed (km/h or min/km),Max. speed (km/h or min/km),Elevation loss uncorrected (m),Elevation gain uncorrected (m),Elevation min. uncorrected (m),Elevation max. uncorrected (m),Min. heart rate (bpm),Max. heart rate (bpm),Average heart rate (bpm),Calories,Avg. cadence (rpm),Max. cadence (rpm),Strokes,Avg. temp (°C),Min. temp (°C),Max. temp (°C),Map,End timestamp,Begin timestamp (ms),End timestamp (ms),Device,Activity type,Event type,Time zone,Begin latitude (°DD),Begin longitude (°DD),End latitude (°DD),End longitude (°DD),Elevation gain corrected (m),Elevation loss corrected (m),Elevation max. corrected (m),Elevation min. corrected (m),Sample count
"","","Sun, 23 Dec 2012 06:42",01:25:12,01:19:29,"10.21741","7.793121","7.779206","4.722443","52.41","52.2","4.02","18.13","","197","180","674","","","","","","","https://connect.garmin.com/modern/activity/562741868","Sun, 23 Dec 2012 08:07","1356225167000","1356230279000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.034557","80.247833","","","","","","",""
"","","Sat, 22 Dec 2012 07:38",00:43:29,00:20:50,"2.80906","7.483992","7.416472","5.666268","28.76","22.51","-13.8","14.0","","200","176","182","","","","","","","https://connect.garmin.com/modern/activity/562741854","Sat, 22 Dec 2012 08:21","1356142091000","1356144700000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.041469","80.280753","","","","","","",""
"","","Fri, 21 Dec 2012 18:21",00:12:15,00:12:14,"1.91810","6.383232","6.377845","5.207734","2.79","8.82","4.08","10.11","","198","184","145","","","","","","","https://connect.garmin.com/modern/activity/562741839","Fri, 21 Dec 2012 18:33","1356094299000","1356095034000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","12.998651","80.270627","","","","","","",""
"","","Tue, 18 Dec 2012 17:39",00:10:02,00:10:01,"1.61169","6.221421","6.215010","3.631945","2.67","1.72","10.1","14.0","","198","187","116","","","","","","","https://connect.garmin.com/modern/activity/562741827","Tue, 18 Dec 2012 17:49","1355832558000","1355833160000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.025105","80.249189","","","","","","",""
"","","Mon, 17 Dec 2012 17:55",00:52:58,00:33:48,"5.17977","6.605630","6.525382","4.440232","11.37","11.0","4.0","10.8","","205","183","377","","","","","","","https://connect.garmin.com/modern/activity/562741810","Mon, 17 Dec 2012 18:48","1355747105000","1355750283000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.001903","80.271713","","","","","","",""
"","","Sun, 16 Dec 2012 07:44",00:43:24,00:20:57,"2.78895","7.540525","7.511781","5.843586","15.3","17.71","-3.71","14.0","","204","188","187","","","","","","","https://connect.garmin.com/modern/activity/562741794","Sun, 16 Dec 2012 08:28","1355624085000","1355626689000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.042360","80.280677","","","","","","",""
"","","Mon, 19 Nov 2012 18:22",00:05:29,00:05:28,"0.57947","9.466428","9.433927","6.699151","1.5","2.89","4.0","8.0","","195","186","30","","","","","","","https://connect.garmin.com/modern/activity/562741767","Mon, 19 Nov 2012 18:28","1353329572000","1353329901000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","12.997584","80.270876","","","","","","",""
"","","Tue, 23 Oct 2012 17:53",-23 days, 7:04:26,00:13:23,"2.21548","6.123592","6.040841","4.596733","2.66","2.65","4.96","8.65","","208","194","166","","","","","","","https://connect.garmin.com/modern/activity/562741750","Mon, 01 Oct 2012 00:57","1350995011000","1349033277000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.024451","80.236208","","","","","","",""
"","","Wed, 17 Oct 2012 06:50",00:17:33,00:10:31,"1.70505","6.298844","6.167958","3.588929","1.61","1.86","4.89","8.48","","206","166","119","","","","","","","https://connect.garmin.com/modern/activity/562741740","Wed, 17 Oct 2012 07:07","1350436819000","1350437872000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.024553","80.236214","","","","","","",""
"","","Fri, 28 Sep 2012 16:10",00:48:10,00:39:52,"5.06792","7.893537","7.866472","4.669994","57.35","53.98","2.0","21.29","","197","181","339","","","","","","","https://connect.garmin.com/modern/activity/562741727","Fri, 28 Sep 2012 16:58","1348828844000","1348831734000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.041417","80.280887","","","","","","",""
"","","Thu, 27 Sep 2012 16:03",00:47:10,00:17:22,"2.58564","6.753269","6.716592","5.212992","5.77","","9.27","21.29","","197","178","193","","","","","","","https://connect.garmin.com/modern/activity/562741689","Thu, 27 Sep 2012 16:50","1348741982000","1348744812000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.043315","80.281501","","","","","","",""
"","","Wed, 19 Sep 2012 18:13",2 days, 23:01:21,00:50:32,"7.23328","7.057660","6.986231","3.955882","23.3","18.98","-3.23","18.88","","201","188","535","","","","","","","https://connect.garmin.com/modern/activity/562741679","Sat, 22 Sep 2012 17:15","1348058622000","1348314303000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.041182","80.280612","","","","","","",""
"","","Wed, 19 Sep 2012 18:13",00:00:28,00:00:11,"0.01420","18.774676","12.907589","9.445382","","","11.67","12.63","","120","111","","","","","","","","https://connect.garmin.com/modern/activity/562741651","Wed, 19 Sep 2012 18:13","1348058585000","1348058613000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.041066","80.280595","","","","","","",""
"St. Thomas mount - Downhill run","","Sun, 16 Sep 2012 08:27",00:13:21,00:04:05,"0.79020","5.416351","5.167468","3.170379","35.98","10.2","31.35","58.93","","202","181","57","","","","","","","https://connect.garmin.com/modern/activity/223149746","Sun, 16 Sep 2012 08:40","1347764233000","1347765034000","Garmin Forerunner 305 2.90.0.0","running","fitness","+05:30","13.004499","80.192997","","","","","","",""
"St. Thomas mount hill run","","Sun, 16 Sep 2012 08:20",00:02:39,00:02:33,"0.32020","8.263003","7.963713","4.978652","","17.83","36.07","58.86","","193","187","27","","","","","","","https://connect.garmin.com/modern/activity/223149748","Sun, 16 Sep 2012 08:23","1347763859000","1347764018000","Garmin Forerunner 305 2.90.0.0","running","fitness","+05:30","13.002265","80.191499","","","","","","",""
"Marina beach warm up run","","Sat, 15 Sep 2012 17:08",15:12:05,00:14:23,"2.12371","6.788666","6.772735","5.043061","8.8","38.38","0.84","34.41","","201","181","159","","","","","","","https://connect.garmin.com/modern/activity/223149754","Sun, 16 Sep 2012 08:20","1347709130000","1347763855000","Garmin Forerunner 305 2.90.0.0","running","fitness","+05:30","13.041089","80.280516","","","","","","",""
"Kuvam estuary beach coast run","","Mon, 03 Sep 2012 17:47",00:48:08,00:47:03,"6.12380","7.859284","7.683140","4.170314","12.0","9.94","-6.39","7.31","","198","184","403","","","","","","","https://connect.garmin.com/modern/activity/223149763","Mon, 03 Sep 2012 18:35","1346674621000","1346677509000","Garmin Forerunner 305 2.90.0.0","running","fitness","+05:30","13.040607","80.280687","","","","","","",""
"Regular beach sand run","","Mon, 27 Aug 2012 16:40",01:04:12,00:29:34,"4.00019","7.784678","7.391321","4.196893","16.09","16.26","-0.9","7.42","","194","166","235","","","","","","","https://connect.garmin.com/modern/activity/223149769","Mon, 27 Aug 2012 17:44","1346065838000","1346069690000","Garmin Forerunner 305 2.90.0.0","running","fitness","+05:30","13.040478","80.280839","","","","","","",""
"Adyar estuary beach run","","Sun, 26 Aug 2012 17:28",01:07:02,00:49:52,"6.37632","8.418722","7.820598","2.664169","13.05","9.08","-0.97","5.11","","202","182","391","","","","","","","https://connect.garmin.com/modern/activity/223149779","Sun, 26 Aug 2012 18:35","1345982317000","1345986339000","Garmin Forerunner 305 2.90.0.0","running","fitness","+05:30","13.040599","80.280775","","","","","","",""
"","","Sun, 26 Aug 2012 17:28",00:00:07,00:00:02,"0.00989","5.849387","3.371405","6.029612","","","6.87","9.27","","166","162","","","","","","","","https://connect.garmin.com/modern/activity/562741600","Sun, 26 Aug 2012 17:28","1345982291000","1345982298000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.040922","80.280678","","","","","","",""
"Coffee day run","MAS Besant nagar.","Tue, 21 Aug 2012 17:43",01:06:52,00:19:19,"3.36021","5.773604","5.748655","3.540251","5.47","3.64","4.8","12.95","","210","194","229","","","","","","","https://connect.garmin.com/modern/activity/213305405","Tue, 21 Aug 2012 18:50","1345551235000","1345555247000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.007293","80.260587","","","","","","",""
"","","Tue, 21 Aug 2012 17:43",00:00:15,00:00:01,"0.00545","12.237978","3.059494","14.958101","","","11.15","11.24","","139","133","","","","","","","","https://connect.garmin.com/modern/activity/562741586","Tue, 21 Aug 2012 17:43","1345551201000","1345551216000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.007229","80.260258","","","","","","",""
"","","Fri, 11 May 2012 18:14",24 days, 20:31:24,00:04:04,"0.93063","4.510202","4.369796","3.529207","499.91","","13.96","514.3","","96","96","62","","","","","","","https://connect.garmin.com/modern/activity/213305449","Tue, 05 Jun 2012 14:46","1336740278000","1338887762000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","17.416047","78.539627","","","","","","",""
"","","Sat, 21 Apr 2012 07:13",9 days, 12:00:58,00:12:52,"1.88121","7.050149","6.839558","3.491258","1.34","","512.0","514.3","","","","111","","","","","","","https://connect.garmin.com/modern/activity/213305474","Mon, 30 Apr 2012 19:14","1334972612000","1335793470000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","17.416136","78.539609","","","","","","",""
"Mumbai marathon","","Sun, 15 Jan 2012 05:39",24 days, 20:31:24,05:20:22,"42.51831","7.844851","7.534793","3.191025","1230.04","1725.74","-45.04","509.16","","","","2544","","","","","","","https://connect.garmin.com/modern/activity/213305559","Thu, 09 Feb 2012 02:11","1326586190000","1328733674000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.939680","72.834902","","","","","","",""
"","","Sat, 14 Jan 2012 19:04",08:12:30,00:02:52,"1.43224","14.350039","2.001530","0.909755","","4.53","1.62","7.42","","","","41","","","","","","","https://connect.garmin.com/modern/activity/213305581","Sun, 15 Jan 2012 03:17","1326548075000","1326577625000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","19.006590","72.835350","","","","","","",""
"","","Sat, 14 Jan 2012 17:47",00:12:07,00:10:43,"1.89771","5.644009","5.647171","4.414839","7.97","8.33","3.03","10.41","","","","129","","","","","","","https://connect.garmin.com/modern/activity/213305602","Sat, 14 Jan 2012 17:59","1326543421000","1326544148000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.933275","72.823297","","","","","","",""
"","","Sat, 14 Jan 2012 17:45",00:00:06,00:00:06,"0.00829","10.841557","12.068524","9.391843","","","5.15","5.26","","","","","","","","","","","https://connect.garmin.com/modern/activity/213305612","Sat, 14 Jan 2012 17:45","1326543318000","1326543324000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.933254","72.823294","","","","","","",""
"","","Sat, 07 Jan 2012 04:36",02:31:26,02:26:14,"20.12022","7.525959","7.267977","4.770423","117.11","113.72","560.98","592.27","","","","1333","","","","","","","https://connect.garmin.com/modern/activity/213305661","Sat, 07 Jan 2012 07:07","1325891162000","1325900248000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.544760","73.827637","","","","","","",""
"","","Sun, 25 Dec 2011 18:24",00:55:29,00:53:57,"8.00483","6.882736","6.739677","4.018522","27.46","27.86","560.65","579.2","","","","537","","","","","","","https://connect.garmin.com/modern/activity/213305688","Sun, 25 Dec 2011 19:19","1324817641000","1324820970000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.520932","73.906469","","","","","","",""
"","","Sat, 24 Dec 2011 18:50",00:18:22,00:14:04,"2.43948","5.780739","5.766255","4.512280","4.32","1.88","562.92","569.27","","","","169","","","","","","","https://connect.garmin.com/modern/activity/213305704","Sat, 24 Dec 2011 19:09","1324732854000","1324733956000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.520447","73.890671","","","","","","",""
"","","Sun, 11 Dec 2011 11:52",01:41:02,01:12:54,"8.12774","10.862348","8.969284","4.358571","72.83","71.95","2.59","48.97","","","","450","","","","","","","https://connect.garmin.com/modern/activity/213305724","Sun, 11 Dec 2011 13:33","1323584530000","1323590592000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","15.480077","73.808525","","","","","","",""
"","","Sun, 11 Dec 2011 05:59",00:20:27,00:19:17,"2.67336","7.648974","7.213132","5.514627","2.73","2.36","6.42","11.14","","","","172","","","","","","","https://connect.garmin.com/modern/activity/213305743","Sun, 11 Dec 2011 06:19","1323563363000","1323564590000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","15.392571","73.807089","","","","","","",""
"","","Thu, 08 Dec 2011 21:00",00:29:51,00:18:38,"3.28841","5.762966","5.666364","2.675167","10.96","12.75","563.01","572.96","","","","233","","","","","","","https://connect.garmin.com/modern/activity/213305764","Thu, 08 Dec 2011 21:30","1323358256000","1323360047000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.518035","73.889472","","","","","","",""
"","","Tue, 06 Dec 2011 06:20",2 days, 13:48:23,01:08:04,"7.47932","9.747032","9.100650","4.418286","128.67","109.46","603.78","687.49","","","","409","","","","","","","https://connect.garmin.com/modern/activity/213305780","Thu, 08 Dec 2011 20:08","1323132634000","1323355137000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.482978","73.848723","","","","","","",""
"","","Sun, 04 Dec 2011 18:08",1 day, 12:12:05,00:13:28,"2.20897","6.088880","6.096349","4.661849","","55.42","569.67","627.09","","","","155","","","","","","","https://connect.garmin.com/modern/activity/213305792","Tue, 06 Dec 2011 06:20","1323002305000","1323132630000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.514241","73.892749","","","","","","",""
"","","Thu, 01 Dec 2011 21:23",00:19:17,00:19:05,"3.01698","6.384636","6.325305","3.180952","13.39","11.1","563.01","572.92","","","","217","","","","","","","https://connect.garmin.com/modern/activity/213305803","Thu, 01 Dec 2011 21:43","1322754825000","1322755982000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.518464","73.888108","","","","","","",""
"","","Thu, 06 Oct 2011 06:15",00:25:04,00:19:32,"3.72830","5.306254","5.239199","3.946050","8.33","17.58","569.77","584.2","","","","252","","","","","","","https://connect.garmin.com/modern/activity/213305818","Thu, 06 Oct 2011 06:40","1317861945000","1317863449000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.513934","73.893450","","","","","","",""
"","","Mon, 03 Oct 2011 18:37",00:29:25,00:29:04,"5.10713","5.761352","5.691385","3.464961","16.37","10.41","578.35","595.74","","","","361","","","","","","","https://connect.garmin.com/modern/activity/213305838","Mon, 03 Oct 2011 19:06","1317647241000","1317649006000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.501730","73.897192","","","","","","",""
"","","Fri, 30 Sep 2011 18:06",00:10:07,00:10:07,"1.86913","5.407068","5.412508","4.074207","","5.1","565.22","573.69","","","","130","","","","","","","https://connect.garmin.com/modern/activity/213305850","Fri, 30 Sep 2011 18:16","1317386190000","1317386797000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.520541","73.891066","","","","","","",""
"","","Thu, 29 Sep 2011 17:58",00:14:52,00:11:02,"2.20408","5.035052","5.005863","3.123707","8.56","11.1","562.98","569.5","","","","152","","","","","","","https://connect.garmin.com/modern/activity/213305868","Thu, 29 Sep 2011 18:13","1317299327000","1317300219000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.520320","73.890958","","","","","","",""
"","","Wed, 28 Sep 2011 17:36",00:11:25,00:11:23,"2.20266","5.181317","5.168000","4.581932","12.13","11.61","569.74","584.01","","","","152","","","","","","","https://connect.garmin.com/modern/activity/213305884","Wed, 28 Sep 2011 17:47","1317211578000","1317212263000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.514344","73.892400","","","","","","",""
"","","Tue, 27 Sep 2011 18:32",00:11:39,00:11:35,"2.25685","5.163903","5.132517","4.167715","","7.82","569.8","584.18","","","","156","","","","","","","https://connect.garmin.com/modern/activity/213305897","Tue, 27 Sep 2011 18:44","1317128577000","1317129276000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.514298","73.892667","","","","","","",""
"","","Mon, 26 Sep 2011 19:01",00:14:15,00:14:05,"2.49311","5.690952","5.648903","4.032825","10.92","11.17","562.98","573.74","","","","174","","","","","","","https://connect.garmin.com/modern/activity/213305923","Mon, 26 Sep 2011 19:16","1317043917000","1317044772000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.515041","73.892264","","","","","","",""
"","","Mon, 29 Aug 2011 22:42",00:01:11,"","0.00023","166.865744","","72.550323","","","561.47","561.47","","","","","","","","","","","https://connect.garmin.com/modern/activity/213305943","Mon, 29 Aug 2011 22:43","1314637939000","1314638010000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.523020","73.903869","","","","","","",""
"","","Sun, 28 Aug 2011 06:03",02:16:47,02:14:26,"21.22529","6.441938","6.333640","3.065684","96.81","181.83","517.02","613.09","","","","1419","","","","","","","https://connect.garmin.com/modern/activity/213305985","Sun, 28 Aug 2011 08:20","1314491629000","1314499836000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","17.416358","78.466259","","","","","","",""
"","","Thu, 25 Aug 2011 17:46",00:26:07,00:24:18,"3.76285","6.518021","6.457871","4.087665","18.68","23.99","562.97","570.19","","","","243","","","","","","","https://connect.garmin.com/modern/activity/213306009","Thu, 25 Aug 2011 18:12","1314274580000","1314276147000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","18.520413","73.890439","","","","","","",""
"Ashtanga Standing","I've been struggling over the last year and a half to get back to a proper workout regimen that I like. Wanted ashtanga to be a part of it since that's the only yoga practice I find exciting. Good to be back in the zone today. Did just the standing poses today.","Mon, 10 May 2021 05:00",00:35:00,"","","","","","","","","","","","","120","","","","","","","https://connect.garmin.com/modern/activity/6752559996","Mon, 10 May 2021 05:35","1620603059649","1620605159649","","yoga","training","+05:30","","","","","","","","",""
"Ashtanga Standing","","Wed, 26 May 2021 05:00",00:30:00,"","","","","","","","","","","","","103","","","","","","","https://connect.garmin.com/modern/activity/6845984619","Wed, 26 May 2021 05:30","1621985400000","1621987200000","","yoga","fitness","+05:30","","","","","","","","",""
"Quad 30 Day","","Tue, 25 May 2021 18:00",00:25:00,"","","","","","","","","","","","","205","","","","","","","https://connect.garmin.com/modern/activity/6845978025","Tue, 25 May 2021 18:25","1621945800000","1621947300000","","indoor_cardio","fitness","+05:30","","","","","","","","",""
"Other","","Thu, 27 May 2021 17:08",00:42:23,"","","","","","","","","","","192","125","294","","","","","","","https://connect.garmin.com/modern/activity/6850857931","Thu, 27 May 2021 17:51","1622115531000","1622118074000","Forerunner 235 8.20.0.0","other","uncategorized","+05:30","","","","","","","","",""
"The Quad 03/30","","Sat, 29 May 2021 15:41",00:45:15,"","","","","","","","","","","183","113","246","","","","","","","https://connect.garmin.com/modern/activity/6861452106","Sat, 29 May 2021 16:26","1622283063000","1622285778000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 02/30","","Thu, 27 May 2021 17:08",00:42:23,"","","","","","","","","","","192","125","294","","","","","","","https://connect.garmin.com/modern/activity/6850857931","Thu, 27 May 2021 17:51","1622115531000","1622118074000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad  04/30","","Mon, 31 May 2021 15:36",00:47:34,"","","","","","","","","","","179","130","336","","","","","","","https://connect.garmin.com/modern/activity/6873194131","Mon, 31 May 2021 16:24","1622455609000","1622458463000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"Ashtanga","","Sun, 30 May 2021 04:58",00:28:44,"","","","","","","","","","","153","108","145","","","","","","","https://connect.garmin.com/modern/activity/6873189300","Sun, 30 May 2021 05:27","1622330908000","1622332632000","Forerunner 235 8.20.0.0","yoga","fitness","+05:30","","","","","","","","",""
"The Quad 06/30","","Fri, 04 Jun 2021 14:19",00:15:07,"","","","","","","","","","","178","128","361","","","","","","","https://connect.garmin.com/modern/activity/6900616348","Fri, 04 Jun 2021 14:34","1622796582000","1622797489000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 05/30","","Wed, 02 Jun 2021 16:30",00:35:59,"","","","","","","","","","","190","135","302","","","","","","","https://connect.garmin.com/modern/activity/6900615478","Wed, 02 Jun 2021 17:06","1622631655000","1622633814000","Forerunner 235 8.20.0.0","indoor_cardio","uncategorized","+05:30","","","","","","","","",""
"The Quad 07/30","","Sun, 06 Jun 2021 08:06",00:35:24,"","","","","","","","","","","173","124","251","","","","","","","https://connect.garmin.com/modern/activity/6907184830","Sun, 06 Jun 2021 08:42","1622947008000","1622949132000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 08/30","","Tue, 08 Jun 2021 16:38",00:53:58,"","","","","","","","","","","188","133","415","","","","","","","https://connect.garmin.com/modern/activity/6921533115","Tue, 08 Jun 2021 17:32","1623150512000","1623153750000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 10/30","","Wed, 16 Jun 2021 15:04",00:47:01,"","","","","","","","","","","195","119","268","","","","","","","https://connect.garmin.com/modern/activity/6967952411","Wed, 16 Jun 2021 15:51","1623836095000","1623838916000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 09/30","","Mon, 14 Jun 2021 15:50",00:34:50,"","","","","","","","","","","187","129","265","","","","","","","https://connect.garmin.com/modern/activity/6963207116","Mon, 14 Jun 2021 16:25","1623666012000","1623668102000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 11/30","","Fri, 18 Jun 2021 07:10",00:49:32,"","","","","","","","","","","185","125","347","","","","","","","https://connect.garmin.com/modern/activity/6985999826","Fri, 18 Jun 2021 08:00","1623980438000","1623983410000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 13/30","","Tue, 22 Jun 2021 15:46",00:40:59,"","","","","","","","","","","185","138","341","","","","","","","https://connect.garmin.com/modern/activity/7002196331","Tue, 22 Jun 2021 16:27","1624356967000","1624359426000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 12/30","","Sun, 20 Jun 2021 07:49",00:52:53,"","","","","","","","","","","178","116","310","","","","","","","https://connect.garmin.com/modern/activity/6995225653","Sun, 20 Jun 2021 08:42","1624155582000","1624158755000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 14/30","","Thu, 24 Jun 2021 06:49",00:51:52,"","","","","","","","","","","174","119","303","","","","","","","https://connect.garmin.com/modern/activity/7013635984","Thu, 24 Jun 2021 07:41","1624497597000","1624500709000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 15/30","","Sat, 26 Jun 2021 15:47",00:44:05,"","","","","","","","","","","169","122","298","","","","","","","https://connect.garmin.com/modern/activity/7024463959","Sat, 26 Jun 2021 16:31","1624702650000","1624705295000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"The Quad 16/30","","Mon, 28 Jun 2021 15:49",00:41:16,"","","","","","","","","","","189","135","328","","","","","","","https://connect.garmin.com/modern/activity/7035895455","Mon, 28 Jun 2021 16:30","1624875580000","1624878056000","Forerunner 235 8.20.0.0","indoor_cardio","fitness","+05:30","","","","","","","","",""
"Adyar River Trail - Thiru Vi Ka Bridge","","Sun, 08 Aug 2021 16:21",01:28:05,01:25:34,"8.95732","6.102000","6.280941","9.975599","","","","","","197","165","886","","","","","","","https://connect.garmin.com/modern/activity/7268079587","Sun, 08 Aug 2021 17:49","1628419877000","1628425162000","Forerunner 235 8.20.0.0","other","uncategorized","+05:30","13.024499","80.243175","13.023974","80.243154","100.1","96.92","16.28","0.14",""
"Independence N4","","Sun, 15 Aug 2021 06:05",01:33:25,01:27:45,"9.43586","6.375600","6.451870","10.414799","","","","","","188","171","1027","","","","","","","https://connect.garmin.com/modern/activity/7306396986","Sun, 15 Aug 2021 07:38","1628987717000","1628993322000","Forerunner 235 8.20.0.0","other","uncategorized","+05:30","13.024579","80.243355","13.036215","80.277905","91.17","83.74","17.88","3.7",""
"ECR closeout","","Sat, 28 Aug 2021 08:02",01:09:29,00:57:58,"5.76639","5.756399","5.968661","7.858800","","","","","","187","143","405","","","","","","","https://connect.garmin.com/modern/activity/7381924276","Sat, 28 Aug 2021 09:12","1630117979000","1630122148000","Forerunner 235 8.20.0.0","other","uncategorized","+05:30","12.987415","80.255874","13.022212","80.242419","44.78","42.37","16.51","6.21",""
"Towards Kovalam","","Sat, 28 Aug 2021 04:31",03:13:42,03:03:09,"19.26728","6.069599","6.311967","12.362400","","","","","","198","176","2285","","","","","","","https://connect.garmin.com/modern/activity/7381920817","Sat, 28 Aug 2021 07:45","1630105308000","1630116930000","Forerunner 235 8.20.0.0","other","uncategorized","+05:30","13.019472","80.241499","12.919948","80.251077","72.55","75.43","13.82","-1.0",""
"No 4","","Sat, 21 Aug 2021 05:54",00:52:27,00:48:29,"5.41692","6.195599","6.703647","12.528000","","","","","","184","160","549","","","","","","","https://connect.garmin.com/modern/activity/7341109886","Sat, 21 Aug 2021 06:46","1629505444000","1629508591000","Forerunner 235 8.20.0.0","other","uncategorized","+05:30","13.026291","80.243717","13.043158","80.279420","45.65","40.1","17.67","3.4",""
"Hyderabad Cycling","","Sun, 10 Oct 2021 06:20",03:22:39,02:13:08,"26.14831","8.801999","11.784416","30.938399","","","","","","198","163","1721","","","","","","","https://connect.garmin.com/modern/activity/7632113227","Sun, 10 Oct 2021 09:42","1633827003000","1633839162000","Forerunner 235 8.20.0.0","cycling","uncategorized","+05:30","17.398389","78.366813","17.401022","78.367666","191.25","186.24","565.89","511.0",""
"Marina Barefoot","","Sat, 05 Feb 2022 06:39",00:18:42,00:17:23,"1.61183","11.606313","10.784842","6.378364","","","","","","185","152","189","","","","","","","https://connect.garmin.com/modern/activity/8240188545","Sat, 05 Feb 2022 06:57","1644023342000","1644024464000","Forerunner 235 8.20.0.0","running","recreation","+05:30","13.042584","80.280379","13.044455","80.281350","","0.58","0.58","",""
"MC loops","","Sun, 06 Feb 2022 11:11",00:28:47,00:24:23,"2.70601","9.645061","9.010806","4.688232","","","","","","203","163","292","","","","","","","https://connect.garmin.com/modern/activity/8245938214","Sun, 06 Feb 2022 11:40","1644126082000","1644127809000","Forerunner 235 8.20.0.0","running","uncategorized","+05:30","13.024607","80.246982","13.024243","80.246627","25.01","21.36","15.42","4.54",""
"MC loops R-W-R","","Tue, 08 Feb 2022 16:50",00:38:44,00:35:52,"3.86665","10.016025","9.275902","5.032206","","","","","","199","161","414","","","","","","","https://connect.garmin.com/modern/activity/8258889121","Tue, 08 Feb 2022 17:29","1644319249000","1644321573000","Forerunner 235 8.20.0.0","running","uncategorized","+05:30","13.024147","80.246258","13.024113","80.247032","33.99","265.17","238.6","2.81",""
